0.0333333 7.71541 1.29024
0.1 48.9855 24.6019
0.166667 95.7532 29.9629
0.233333 29.3181 9.58829
0.3 43.7662 14.9949
0.366667 19.3432 9.77538
0.433333 69.8125 16.3018
0.5 33.9127 14.256
0.566667 38.1193 17.735
0.633333 101.644 58.2312
0.7 19.0444 8.38749
0.766667 52.676 35.072
0.833333 84.1925 34.6595
0.9 39.8584 18.8094
0.966667 38.1481 12.9027
1.03333 36.2195 16.984
1.1 24.1055 4.38998
1.16667 12.6166 4.12385
1.23333 74.1615 31.8075
1.3 56.6294 6.10843
1.36667 37.7855 13.0251
1.43333 60.3308 27.9148
1.5 52.6583 27.1889
1.56667 63.7395 34.5549
1.63333 44.1236 30.0854
1.7 53.8356 27.2502
1.76667 45.5242 22.8612
1.83333 39.9341 18.0909
1.9 53.3293 17.7247
1.96667 21.2935 10.4407
2.03333 15.3065 3.44291
2.1 65.126 48.7932
2.16667 24.6837 10.1546
2.23333 38.8358 13.9059
2.3 60.9054 37.8141
2.36667 110.486 36.3165
2.43333 34.7629 18.8249
2.5 24.8117 15.0095
2.56667 39.8035 18.928
2.63333 56.0613 20.6265
2.7 43.7911 21.2447
2.76667 96.0472 58.8989
2.83333 37.0752 17.1474
2.9 18.3733 5.20298
2.96667 13.3754 4.44342
3.03333 60.0704 28.9263
3.1 11.4501 2.03309
3.16667 36.5488 15.315
3.23333 29.65 6.67066
3.3 123.637 43.01
3.36667 97.8618 39.0502
3.43333 22.6335 4.60288
3.5 94.9782 35.5242
3.56667 39.9451 20.3073
3.63333 105.348 46.5754
3.7 40.0188 22.1846
3.76667 58.5764 32.1894
3.83333 25.2118 13.8501
3.9 86.7477 31.9474
3.96667 68.3945 30.6961
4.03333 67.765 31.175
4.1 38.33 19.2814
4.16667 59.1101 33.9252
4.23333 52.4153 13.9578
4.3 28.2838 11.7591
4.36667 31.4679 15.7077
4.43333 37.3798 14.1011
4.5 33.2531 14.566
4.56667 30.3641 12.1331
4.63333 97.9215 68.6165
4.7 13.1454 1.52763
4.76667 58.8299 16.7613
4.83333 74.1094 44.4686
4.9 130.038 48.8722
4.96667 51.5905 21.6245
5.03333 24.0504 7.41791
5.1 33.988 25.0744
5.16667 37.7126 24.6198
5.23333 40.6852 17.2356
5.3 21.7912 8.13067
5.36667 11.0382 2.23701
5.43333 56.6104 17.2978
5.5 24.4415 4.66717
5.56667 30.001 13.3538
5.63333 40.4646 18.4946
5.7 48.5046 28.6865
5.76667 41.0316 17.5025
5.83333 65.3821 31.0661
5.9 87.6066 67.2882
5.96667 80.6191 44.9568
6.03333 52.7572 26.5242
6.1 83.2433 42.765
6.16667 67.1698 34.7976
6.23333 32.728 7.65051
6.3 34.3209 9.91358
6.36667 25.9588 8.96168
6.43333 58.5202 49.8618
6.5 33.034 6.6976
6.56667 27.2462 15.4858
6.63333 43.4021 20.1384
6.7 40.9474 17.7558
6.76667 55.7276 37.1791
6.83333 16.2264 5.07957
6.9 22.1222 8.98052
6.96667 66.5012 28.4526
7.03333 37.6579 14.2195
7.1 29.0169 8.42332
7.16667 71.7603 24.9051
7.23333 10.0327 0.329858
7.3 17.5988 7.45634
7.36667 35.7663 25.4533
7.43333 47.0334 28.1567
7.5 49.5303 36.9307
7.56667 37.0184 18.6553
7.63333 79.0113 35.8885
7.7 59.5693 27.8613
7.76667 34.8249 19.7755
7.83333 47.0657 14.587
7.9 25.8448 10.6985
7.96667 60.5305 34.8786
8.03333 30.6818 11.7825
8.1 28.4153 10.5252
8.16667 13.1433 3.84556
8.23333 34.5374 16.7671
8.3 28.9772 10.54
8.36667 82.6464 40.6268
8.43333 14.7424 4.84319
8.5 33.094 14.1782
8.56667 59.0142 18.5709
8.63333 38.5929 15.4083
8.7 32.6008 22.0403
8.76667 99.9176 43.0897
8.83333 61.9586 24.9029
8.9 14.8259 5.42393
8.96667 26.113 15.1363
9.03333 11.0252 1.04904
9.1 50.9801 25.1026
9.16667 22.7661 11.8133
9.23333 44.8986 13.9665
9.3 70.2824 35.4442
9.36667 31.6009 15.1716
9.43333 36.8992 12.822
9.5 23.4281 9.61453
9.56667 83.1563 35.7448
9.63333 11.3873 1.20559
9.7 35.6662 12.2055
9.76667 17.4548 5.65818
9.83333 19.9679 7.99665
9.9 71.4802 45.4594
9.96667 12.1255 1.18068
10.0333 24.9751 4.78026
10.1 43.7733 12.6961
10.1667 55.6185 27.149
10.2333 39.3328 16.3867
10.3 44.1384 14.5872
10.3667 31.8946 14.4379
10.4333 63.7565 34.8595
10.5 74.1155 20.5322
10.5667 38.3297 17.1936
10.6333 39.1176 16.2853
10.7 41.2715 13.631
10.7667 22.2782 7.56372
10.8333 19.5706 7.97561
10.9 34.5295 11.3755
10.9667 88.0064 40.4248
11.0333 34.0997 5.95214
11.1 26.2437 7.8863
11.1667 60.5956 30.3133
11.2333 24.5571 6.51028
11.3 41.6606 13.259
11.3667 23.0417 5.59609
11.4333 44.2724 21.8328
11.5 60.363 30.1645
11.5667 30.6041 16.8259
11.6333 23.1699 6.69944
11.7 66.556 18.5185
11.7667 15.3635 3.83124
11.8333 43.5062 18.0403
11.9 50.6733 28.9314
11.9667 43.5364 20.8936
12.0333 27.3903 13.5727
12.1 39.6257 23.3871
12.1667 59.885 12.6601
12.2333 18.2189 4.12371
12.3 91.6228 38.879
12.3667 35.659 12.1978
12.4333 24.4717 9.30838
12.5 59.2467 18.0788
12.5667 22.787 7.81281
12.6333 54.6471 22.255
12.7 31.431 9.69016
12.7667 20.8326 5.02008
12.8333 12.8665 1.261
12.9 41.2274 19.3193
12.9667 37.3745 23.6785
13.0333 25.9338 10.0795
13.1 66.8156 44.2677
13.1667 26.1564 10.2334
13.2333 31.6286 13.6786
13.3 41.9956 27.7668
13.3667 23.9781 7.21511
13.4333 55.9268 22.1011
13.5 16.3006 4.23596
13.5667 30.4899 15.4897
13.6333 18.6541 3.19944
13.7 66.4814 22.819
13.7667 37.4019 14.4595
13.8333 45.5302 12.0203
13.9 69.9325 16.2297
13.9667 37.9104 21.1488
14.0333 41.8654 24.6212
14.1 78.0552 18.5472
14.1667 25.0341 8.46309
14.2333 32.1678 11.6209
14.3 33.0677 12.8661
14.3667 19.9155 4.81725
14.4333 46.2105 23.0404
14.5 37.3767 8.65902
14.5667 16.4802 1.93567
14.6333 54.7374 10.6
14.7 18.0022 2.75713
14.7667 25.5487 9.1119
14.8333 38.5036 9.44643
14.9 28.5881 3.1901
14.9667 67.8758 14.9004
15.0333 29.3329 12.893
15.1 21.3079 4.33063
15.1667 22.1945 6.87125
15.2333 22.6782 8.289
15.3 38.4471 13.5209
15.3667 25.7234 5.37159
15.4333 70.3122 16.2743
15.5 66.8495 20.2999
15.5667 29.4758 8.78073
15.6333 25.9036 5.49786
15.7 26.9038 5.01808
15.7667 48.3202 9.78495
15.8333 33.0985 7.95151
15.9 42.2461 9.72355
15.9667 46.1201 15.6502
16.0333 32.0202 7.15127
16.1 35.2318 8.84571
16.1667 36.1169 6.35002
16.2333 32.9046 9.03706
16.3 40.6534 13.5532
16.3667 44.9802 14.2877
16.4333 44.6465 22.4573
16.5 30.4725 6.57715
16.5667 51.9274 16.9074
16.6333 61.1096 19.5758
16.7 44.7615 14.0846
16.7667 30.4488 5.21048
16.8333 34.4759 6.41668
16.9 42.1318 6.93215
16.9667 49.1495 13.0547
17.0333 50.7744 4.08
17.1 45.8299 5.73427
17.1667 44.9333 3.46659
17.2333 60.7972 6.54989
17.3 57.2129 1.33011
17.3667 70.9496 4.58699
17.4333 82.778 4.62879
17.5 93.966 4.38238
17.5667 123.926 8.71562
17.6333 126.624 6.38945
17.7 120.168 1.46232
17.7667 125.253 1.1777
17.8333 136.592 1.69852
17.9 148.505 5.67398
17.9667 151.301 3.38693
18.0333 152.061 5.908
18.1 175.964 11.1548
18.1667 245.812 17.0746
18.2333 42.8293 42.8293
18.3 0 0
18.3667 0 0
18.4333 1481.38 903.664
18.5 64.34 39.403
18.5667 0 0
18.6333 905.543 905.543
18.7 790.009 784.843
18.7667 4.37807 4.37807
18.8333 4.65457 4.65457
18.9 4.99886 4.99886
18.9667 5.4625 5.4625
19.0333 6.11369 6.11369
19.1 7.0835 7.0835
19.1667 8.85325 8.85325
19.2333 567.182 567.182
19.3 59.7093 59.7093
19.3667 0 0
19.4333 617.534 561.966
19.5 0 0
19.5667 7.0526 7.0526
19.6333 8.15661 8.15661
19.7 12.1209 12.1209
19.7667 41.681 41.681
19.8333 0 0
19.9 0 0
19.9667 766.446 766.446
