-4.95 0.0333333 7.32967 0.456777
-4.95 0.1 8.94245 1.11611
-4.95 0.166667 11.4182 1.31369
-4.95 0.233333 14.8486 1.71678
-4.95 0.3 15.3956 0.980735
-4.95 0.366667 16.4895 1.1267
-4.95 0.433333 21.1547 2.21782
-4.95 0.5 17.2712 1.32975
-4.95 0.566667 22.6049 0.748993
-4.95 0.633333 24.7403 2.40733
-4.95 0.7 28.1658 2.38662
-4.95 0.766667 31.7114 0.420209
-4.95 0.833333 36.3927 2.37391
-4.95 0.9 38.8321 0.904202
-4.95 0.966667 43.7257 2.67708
-4.95 1.03333 48.5951 2.78202
-4.95 1.1 49.0754 0.656311
-4.95 1.16667 57.7923 4.48156
-4.95 1.23333 66.0268 3.25737
-4.95 1.3 61.2514 3.91885
-4.95 1.36667 65.3594 2.82356
-4.95 1.43333 63.5999 4.1432
-4.95 1.5 70.6484 3.18503
-4.95 1.56667 86.1647 2.78126
-4.95 1.63333 95.0192 3.30936
-4.95 1.7 101.161 5.39541
-4.95 1.76667 102.509 2.51204
-4.95 1.83333 103.878 5.60433
-4.95 1.9 115.753 3.41131
-4.95 1.96667 116.799 4.4862
-4.95 2.03333 117.542 3.55985
-4.95 2.1 127.643 10.0197
-4.95 2.16667 136.152 4.37388
-4.95 2.23333 138.534 5.67516
-4.95 2.3 142.977 4.52509
-4.95 2.36667 150.055 3.32015
-4.95 2.43333 158.777 6.97598
-4.95 2.5 161.719 5.49789
-4.95 2.56667 172.317 3.92598
-4.95 2.63333 174.57 1.78443
-4.95 2.7 180.535 3.51691
-4.95 2.76667 182.701 5.40297
-4.95 2.83333 172.538 3.50853
-4.95 2.9 183.067 6.24044
-4.95 2.96667 192.685 6.30732
-4.95 3.03333 202.426 3.92443
-4.95 3.1 194.442 4.70911
-4.95 3.16667 194.445 5.90925
-4.95 3.23333 196.08 3.51644
-4.95 3.3 196.22 7.24615
-4.95 3.36667 192.811 9.06315
-4.95 3.43333 210.388 7.08865
-4.95 3.5 201.942 1.68072
-4.95 3.56667 202.42 6.14594
-4.95 3.63333 190.206 6.48218
-4.95 3.7 189.841 2.77652
-4.95 3.76667 197.207 5.23033
-4.95 3.83333 186.34 3.1099
-4.95 3.9 181.845 3.19411
-4.95 3.96667 185.237 4.51723
-4.95 4.03333 177.496 5.83259
-4.95 4.1 174.177 6.21687
-4.95 4.16667 161.46 5.00242
-4.95 4.23333 153.961 5.89381
-4.95 4.3 148.018 6.02386
-4.95 4.36667 140.648 4.00914
-4.95 4.43333 154.893 3.52049
-4.95 4.5 132.067 5.16384
-4.95 4.56667 121.76 4.54917
-4.95 4.63333 123.903 4.89714
-4.95 4.7 119.833 3.01604
-4.95 4.76667 101.835 4.10091
-4.95 4.83333 106.975 4.82739
-4.95 4.9 103.688 1.66106
-4.95 4.96667 92.9961 4.11818
-4.95 5.03333 96.4949 5.21492
-4.95 5.1 81.3978 5.10193
-4.95 5.16667 79.8393 4.5121
-4.95 5.23333 71.4943 4.95349
-4.95 5.3 72.2569 4.14839
-4.95 5.36667 66.7278 1.73844
-4.95 5.43333 55.4153 4.85313
-4.95 5.5 47.1048 2.95372
-4.95 5.56667 50.3767 1.93492
-4.95 5.63333 44.9175 3.16131
-4.95 5.7 44.1602 4.01559
-4.95 5.76667 40.6798 3.4517
-4.95 5.83333 36.8707 4.20927
-4.95 5.9 35.3337 2.94083
-4.95 5.96667 28.7202 3.10457
-4.95 6.03333 26.8954 2.6004
-4.95 6.1 24.3413 2.98359
-4.95 6.16667 22.6003 1.93908
-4.95 6.23333 16.664 0.782955
