-2.97 -2.97 638.628 371.376
-2.97 -2.91 351.617 262.315
-2.97 -2.85 313.131 298.427
-2.97 -2.79 0 0
-2.97 -2.73 0 0
-2.97 -2.67 326.761 326.761
-2.97 -2.61 321.883 321.883
-2.97 -2.55 316.788 307.081
-2.97 -2.49 638.695 601.876
-2.97 -2.43 0 0
-2.97 -2.37 0 0
-2.97 -2.31 0 0
-2.97 -2.25 241.723 241.723
-2.97 -2.19 0 0
-2.97 -2.13 297.816 297.816
-2.97 -2.07 150.411 150.411
-2.97 -2.01 343.106 343.106
-2.97 -1.95 289.44 289.44
-2.97 -1.89 1457.65 650.599
-2.97 -1.83 599.801 367.679
-2.97 -1.77 29.7187 29.7187
-2.97 -1.71 585.499 524.649
-2.97 -1.65 0 0
-2.97 -1.59 558.931 558.931
-2.97 -1.53 0 0
-2.97 -1.47 1147.68 824.699
-2.97 -1.41 46.5649 46.5649
-2.97 -1.35 578.395 320.465
-2.97 -1.29 33.8292 33.8292
-2.97 -1.23 81.4897 81.4897
-2.97 -1.17 347.239 262.849
-2.97 -1.11 0 0
-2.97 -1.05 944.366 549.309
-2.97 -0.99 413.663 287.732
-2.97 -0.93 865.453 589.236
-2.97 -0.87 174.456 174.456
-2.97 -0.81 574.221 574.221
-2.97 -0.75 448.598 299.61
-2.97 -0.69 265.556 265.556
-2.97 -0.63 331.624 275.614
-2.97 -0.57 361.713 279.055
-2.97 -0.51 306.282 306.282
-2.97 -0.45 1596.94 461.469
-2.97 -0.39 426.907 294.132
-2.97 -0.33 911.888 605.534
-2.97 -0.27 835.196 558.313
-2.97 -0.21 301.775 301.775
-2.97 -0.15 1454.13 466.732
-2.97 -0.09 569.55 348.803
-2.97 -0.03 700.21 306.847
-2.97 0.03 403.423 269.234
-2.97 0.09 51.483 33.5978
-2.97 0.15 858.291 567.563
-2.97 0.21 1153.42 524.053
-2.97 0.27 568.551 568.551
-2.97 0.33 283.686 283.686
-2.97 0.39 895.273 365.582
-2.97 0.45 572.796 350.815
-2.97 0.51 881.529 361.425
-2.97 0.57 435.291 294.013
-2.97 0.63 1890.48 970.096
-2.97 0.69 889.184 291.458
-2.97 0.75 380.462 280.43
-2.97 0.81 33.1363 33.1363
-2.97 0.87 599.13 599.13
-2.97 0.93 606.697 371.647
-2.97 0.99 581.076 356.027
-2.97 1.05 1217.64 890.287
-2.97 1.11 5.41601 5.41601
-2.97 1.17 1770.49 876.879
-2.97 1.23 622.051 622.051
-2.97 1.29 690.836 374.968
-2.97 1.35 568.423 568.423
-2.97 1.41 541.465 331.669
-2.97 1.47 1240.99 595.184
-2.97 1.53 304.432 304.432
-2.97 1.59 624.977 368.2
-2.97 1.65 1141.35 1105.29
-2.97 1.71 289.367 289.367
-2.97 1.77 414.407 414.407
-2.97 1.83 960.745 464.769
-2.97 1.89 360.065 360.065
-2.97 1.95 361.794 240.229
-2.97 2.01 340.679 340.679
-2.97 2.07 1146.33 287.58
-2.97 2.13 574.488 352.317
-2.97 2.19 0 0
-2.97 2.25 578.975 354.548
-2.97 2.31 616.117 377.316
-2.97 2.37 0 0
-2.97 2.43 0 0
-2.97 2.49 307.15 307.15
-2.97 2.55 274.774 274.774
-2.97 2.61 0 0
-2.97 2.67 315.75 315.75
-2.97 2.73 307.574 256.671
-2.97 2.79 0 0
-2.97 2.85 311.378 311.378
-2.97 2.91 0 0
-2.97 2.97 0 0
-2.91 -2.97 1057.59 562.69
-2.91 -2.91 1072.65 759.225
-2.91 -2.85 63.2103 63.2103
-2.91 -2.79 41.243 41.243
-2.91 -2.73 534.482 327.302
-2.91 -2.67 830.217 339.156
-2.91 -2.61 260.06 260.06
-2.91 -2.55 296.347 296.347
-2.91 -2.49 39.1982 39.1982
-2.91 -2.43 79.9186 79.9186
-2.91 -2.37 619.995 379.672
-2.91 -2.31 292.954 292.954
-2.91 -2.25 134.044 89.0332
-2.91 -2.19 754.541 321.961
-2.91 -2.13 0 0
-2.91 -2.07 443.762 298.601
-2.91 -2.01 51.1557 51.1557
-2.91 -1.95 0 0
-2.91 -1.89 0 0
-2.91 -1.83 301.762 301.762
-2.91 -1.77 820.344 340.439
-2.91 -1.71 120.608 74.6259
-2.91 -1.65 46.9417 46.9417
-2.91 -1.59 715.249 484.25
-2.91 -1.53 376.678 376.678
-2.91 -1.47 17.4962 17.4962
-2.91 -1.41 534.553 327.838
-2.91 -1.35 1867.2 1231.05
-2.91 -1.29 333.534 333.534
-2.91 -1.23 908.31 610.914
-2.91 -1.17 644.005 328.289
-2.91 -1.11 279.371 279.371
-2.91 -1.05 177.872 177.872
-2.91 -0.99 587.803 360.33
-2.91 -0.93 1157.43 552.079
-2.91 -0.87 1151.18 561.13
-2.91 -0.81 957.852 393.83
-2.91 -0.75 272.836 272.836
-2.91 -0.69 587.021 359.736
-2.91 -0.63 1177.75 532.039
-2.91 -0.57 789.911 514.617
-2.91 -0.51 1099.56 673.344
-2.91 -0.45 423.281 279.847
-2.91 -0.39 1100.05 578.243
-2.91 -0.33 0 0
-2.91 -0.27 941.976 617.116
-2.91 -0.21 412.461 412.461
-2.91 -0.15 1158.79 549.445
-2.91 -0.09 1225.22 579.616
-2.91 -0.03 1037.71 728.979
-2.91 0.03 1217.36 830.867
-2.91 0.09 1248.55 542.337
-2.91 0.15 256.943 191.496
-2.91 0.21 490.923 323.718
-2.91 0.27 1340.3 815.759
-2.91 0.33 2179.74 320.826
-2.91 0.39 961.963 396.853
-2.91 0.45 1018.54 310.072
-2.91 0.51 48.2726 48.2726
-2.91 0.57 328.761 276.381
-2.91 0.63 1001.94 377.619
-2.91 0.69 428.624 428.624
-2.91 0.75 1396.99 628.76
-2.91 0.81 1084.3 404.074
-2.91 0.87 629.951 386.637
-2.91 0.93 637.888 342.398
-2.91 0.99 644.028 342.884
-2.91 1.05 1511.97 754.146
-2.91 1.11 937.583 334.844
-2.91 1.17 683.921 380.294
-2.91 1.23 940.095 536.685
-2.91 1.29 828.409 285.371
-2.91 1.35 633.14 388.486
-2.91 1.41 593.921 366.247
-2.91 1.47 672.772 529.171
-2.91 1.53 437.298 269.107
-2.91 1.59 43.6808 43.6808
-2.91 1.65 583.172 357.773
-2.91 1.71 272.206 272.206
-2.91 1.77 0 0
-2.91 1.83 287.064 287.064
-2.91 1.89 936.225 340.343
-2.91 1.95 449.632 274.592
-2.91 2.01 13.1546 13.1546
-2.91 2.07 578.022 354.186
-2.91 2.13 391.642 278.914
-2.91 2.19 300.017 300.017
-2.91 2.25 0 0
-2.91 2.31 306.256 306.256
-2.91 2.37 316.343 316.343
-2.91 2.43 843.171 564.49
-2.91 2.49 0 0
-2.91 2.55 0 0
-2.91 2.61 269.172 269.172
-2.91 2.67 0 0
-2.91 2.73 628.051 349.468
-2.91 2.79 274.087 274.087
-2.91 2.85 182.123 182.123
-2.91 2.91 109.282 109.282
-2.91 2.97 317.587 317.587
-2.85 -2.97 0 0
-2.85 -2.91 357.198 291.459
-2.85 -2.85 0 0
-2.85 -2.79 343.178 311.578
-2.85 -2.73 71.2177 71.2177
-2.85 -2.67 2.21631 2.21631
-2.85 -2.61 301.58 301.58
-2.85 -2.55 332.222 332.222
-2.85 -2.49 31.8375 31.8375
-2.85 -2.43 507.178 318.6
-2.85 -2.37 601.008 369.051
-2.85 -2.31 270.297 270.297
-2.85 -2.25 588.727 362.034
-2.85 -2.19 1122.69 281.494
-2.85 -2.13 570.997 349.709
-2.85 -2.07 310.218 310.218
-2.85 -2.01 438.608 377.993
-2.85 -1.95 0 0
-2.85 -1.89 290.115 290.115
-2.85 -1.83 291.108 291.108
-2.85 -1.77 603.438 371.001
-2.85 -1.71 363.505 297.237
-2.85 -1.65 352.546 286.091
-2.85 -1.59 652.045 548.752
-2.85 -1.53 290.655 290.655
-2.85 -1.47 359.981 300.62
-2.85 -1.41 887.419 586.553
-2.85 -1.35 839.673 798.029
-2.85 -1.29 33.8198 33.8198
-2.85 -1.23 1157.68 289.645
-2.85 -1.17 365.368 279.727
-2.85 -1.11 578.191 354.161
-2.85 -1.05 273.814 273.814
-2.85 -0.99 579.807 355.612
-2.85 -0.93 587.54 359.953
-2.85 -0.87 587.011 359.623
-2.85 -0.81 283.199 283.199
-2.85 -0.75 566.392 347.045
-2.85 -0.69 301.419 301.419
-2.85 -0.63 78.4927 78.4927
-2.85 -0.57 868.081 573.419
-2.85 -0.51 1182.26 296.308
-2.85 -0.45 1921.49 1362.61
-2.85 -0.39 370.675 265.061
-2.85 -0.33 1424.52 432.16
-2.85 -0.27 562.343 562.343
-2.85 -0.21 506.9 309.486
-2.85 -0.15 2093.25 611.934
-2.85 -0.09 659.587 343.793
-2.85 -0.03 387.339 310.623
-2.85 0.03 586.237 359.688
-2.85 0.09 394.962 300.015
-2.85 0.15 490.797 318.299
-2.85 0.21 863.669 504.972
-2.85 0.27 201.948 169.86
-2.85 0.33 180.254 180.254
-2.85 0.39 792.722 330.284
-2.85 0.45 387.876 278.676
-2.85 0.51 329.929 294.04
-2.85 0.57 2223.45 457.184
