-2.97 -2.97 112.493 67.493
-2.97 -2.91 59.9824 54.5812
-2.97 -2.85 56.197 55.3991
-2.97 -2.79 0 0
-2.97 -2.73 2.9253 2.9253
-2.97 -2.67 63.2517 53.8072
-2.97 -2.61 60.6031 54.3955
-2.97 -2.55 62.3495 58.39
-2.97 -2.49 120.851 108.77
-2.97 -2.43 1.77083 1.77083
-2.97 -2.37 0 0
-2.97 -2.31 0.289753 0.289753
-2.97 -2.25 51.9417 51.9417
-2.97 -2.19 1.02806 1.02806
-2.97 -2.13 55.5567 55.5567
-2.97 -2.07 29.4749 29.4749
-2.97 -2.01 59.3114 59.3114
-2.97 -1.95 55.5565 55.5565
-2.97 -1.89 277.791 124.231
-2.97 -1.83 111.114 68.0431
-2.97 -1.77 12.1039 7.41939
-2.97 -1.71 108.952 104.412
-2.97 -1.65 0 0
-2.97 -1.59 111.115 111.115
-2.97 -1.53 0 0
-2.97 -1.47 212.387 152.728
-2.97 -1.41 9.84029 9.84029
-2.97 -1.35 116.063 61.4992
-2.97 -1.29 8.04543 5.74864
-2.97 -1.23 1.1167 1.1167
-2.97 -1.17 5.72295 3.80378
-2.97 -1.11 0 0
-2.97 -1.05 184.243 105.788
-2.97 -0.99 76.2396 54.2197
-2.97 -0.93 166.669 111.112
-2.97 -0.87 34.3888 34.3888
-2.97 -0.81 111.112 111.112
-2.97 -0.75 85.7054 56.1967
-2.97 -0.69 56.573 55.3104
-2.97 -0.63 67.126 56.5164
-2.97 -0.57 68.0706 53.8092
-2.97 -0.51 55.5559 55.5559
-2.97 -0.45 314.073 89.0471
-2.97 -0.39 79.9156 54.8027
-2.97 -0.33 166.669 111.112
-2.97 -0.27 158.403 109.341
-2.97 -0.21 59.2838 58.8682
-2.97 -0.15 282.144 87.9506
-2.97 -0.09 119.144 65.1773
-2.97 -0.03 114.662 62.6831
-2.97 0.03 70.8442 52.4386
-2.97 0.09 17.8348 10.0597
-2.97 0.15 163.18 108.073
-2.97 0.21 225.891 104.49
-2.97 0.27 111.116 111.116
-2.97 0.33 55.5566 55.5566
-2.97 0.39 166.669 68.0425
-2.97 0.45 111.114 68.0434
-2.97 0.51 170.443 69.6685
-2.97 0.57 77.4279 56.401
-2.97 0.63 300.351 153.349
-2.97 0.69 148.63 59.4632
-2.97 0.75 61.5193 54.1367
-2.97 0.81 7.1075 4.40968
-2.97 0.87 114.619 110.293
-2.97 0.93 111.112 68.042
-2.97 0.99 118.482 72.7883
-2.97 1.05 222.228 161.975
-2.97 1.11 0.0980541 0.0980541
-2.97 1.17 227.368 98.7682
-2.97 1.23 118.717 118.717
-2.97 1.29 121.668 64.4575
-2.97 1.35 111.114 111.114
-2.97 1.41 111.115 68.0441
-2.97 1.47 222.228 103.939
-2.97 1.53 59.4196 54.7206
-2.97 1.59 112.677 67.4188
-2.97 1.65 225.375 221.463
-2.97 1.71 58.9039 54.8151
-2.97 1.77 78.7601 78.7601
-2.97 1.83 186.012 92.4476
-2.97 1.89 68.5673 68.5673
-2.97 1.95 62.4538 39.2063
-2.97 2.01 58.9856 54.7991
-2.97 2.07 222.225 55.5561
-2.97 2.13 111.113 68.0426
-2.97 2.19 0 0
-2.97 2.25 111.113 68.0424
-2.97 2.31 114.282 70.0281
-2.97 2.37 6.80782 6.80782
-2.97 2.43 1.87544 1.87544
-2.97 2.49 55.5568 55.5568
-2.97 2.55 55.5561 55.5561
-2.97 2.61 0 0
-2.97 2.67 55.5559 55.5559
-2.97 2.73 63.834 54.1171
-2.97 2.79 0 0
-2.97 2.85 55.5573 55.5573
-2.97 2.91 5.825 3.95287
-2.97 2.97 3.07211 2.0434
-2.91 -2.97 191.724 104.336
-2.91 -2.91 151.285 91.6381
-2.91 -2.85 6.98844 4.28249
-2.91 -2.79 6.50664 4.02092
-2.91 -2.73 116.41 70.7005
-2.91 -2.67 167.197 68.2596
-2.91 -2.61 55.5563 55.5563
-2.91 -2.55 55.5557 55.5557
-2.91 -2.49 5.19663 3.84612
-2.91 -2.43 21.2684 16.6125
-2.91 -2.37 111.112 68.042
-2.91 -2.31 55.5564 55.5564
-2.91 -2.25 25.9405 17.7696
-2.91 -2.19 151.955 64.6301
-2.91 -2.13 2.34587 2.34587
-2.91 -2.07 81.6373 55.1565
-2.91 -2.01 3.73914 3.73914
-2.91 -1.95 0 0
-2.91 -1.89 0 0
-2.91 -1.83 55.5557 55.5557
-2.91 -1.77 154.887 64.4286
-2.91 -1.71 21.7261 11.8562
-2.91 -1.65 8.22037 8.22037
-2.91 -1.59 119.373 82.6025
-2.91 -1.53 74.4419 74.4419
-2.91 -1.47 3.55056 3.55056
-2.91 -1.41 107.564 65.9292
-2.91 -1.35 274.745 165.052
-2.91 -1.29 61.4524 61.4524
-2.91 -1.23 169.245 110.172
-2.91 -1.17 118.402 68.761
-2.91 -1.11 59.037 54.7899
-2.91 -1.05 40.2402 37.4927
-2.91 -0.99 111.112 68.0418
