0.0333333 5.28203 0.0155613
0.1 5.35654 0.0430592
0.166667 5.52948 0.0805198
0.233333 5.47921 0.0446989
0.3 5.5227 0.075146
0.366667 5.42968 0.0576707
0.433333 5.58276 0.0750058
0.5 5.50852 0.0681851
0.566667 5.51765 0.0988295
0.633333 5.59487 0.0910015
0.7 5.50736 0.0564041
0.766667 5.54931 0.0550796
0.833333 5.64255 0.108319
0.9 5.57656 0.0509041
0.966667 5.74694 0.118987
1.03333 5.73288 0.104901
1.1 5.62566 0.0664208
1.16667 5.54462 0.0222772
1.23333 5.72943 0.0565843
1.3 5.78856 0.0356542
1.36667 5.74743 0.0727646
1.43333 5.69806 0.0822907
1.5 5.71244 0.0882622
1.56667 5.84947 0.167139
1.63333 5.64717 0.0340652
1.7 5.72696 0.0788811
1.76667 5.71338 0.0226128
1.83333 5.84472 0.070883
1.9 5.91214 0.101143
1.96667 5.82005 0.0769967
2.03333 5.84026 0.0624911
2.1 5.86546 0.0733869
2.16667 5.75905 0.0322301
2.23333 5.85156 0.103318
2.3 5.7996 0.074535
2.36667 5.94256 0.0514765
2.43333 5.80874 0.0378825
2.5 5.80237 0.10215
2.56667 5.81173 0.0247563
2.63333 5.95345 0.0928497
2.7 5.91425 0.0740389
2.76667 6.01032 0.0594889
2.83333 5.88958 0.0440014
2.9 5.91233 0.0198221
2.96667 5.84928 0.0254024
3.03333 5.94743 0.0829566
3.1 5.90844 0.023486
3.16667 6.02926 0.106885
3.23333 5.98454 0.0412602
3.3 6.1157 0.0449198
3.36667 6.11417 0.102371
3.43333 6.10894 0.071996
3.5 6.17439 0.0827439
3.56667 6.07561 0.0523553
3.63333 6.14177 0.0421096
3.7 6.07821 0.0467097
3.76667 6.16723 0.0867721
3.83333 6.17602 0.081111
3.9 6.3395 0.0943177
3.96667 6.27843 0.0620408
4.03333 6.29278 0.12068
4.1 6.17872 0.0437803
4.16667 6.19104 0.0533682
4.23333 6.27292 0.0848437
4.3 6.22652 0.0631474
4.36667 6.19169 0.0691214
4.43333 6.23984 0.0603355
4.5 6.275 0.0826439
4.56667 6.23822 0.0569563
4.63333 6.33099 0.117443
4.7 6.2467 0.075672
4.76667 6.32824 0.0559202
4.83333 6.35965 0.0607962
4.9 6.50031 0.116785
4.96667 6.3061 0.0712076
5.03333 6.2935 0.0797022
5.1 6.24011 0.0510067
5.16667 6.26766 0.032688
5.23333 6.43938 0.0708305
5.3 6.38743 0.0667458
5.36667 6.32508 0.0437245
5.43333 6.47303 0.0807397
5.5 6.39631 0.0199857
5.56667 6.45526 0.0857903
5.63333 6.39086 0.0516676
5.7 6.55371 0.0937385
5.76667 6.52162 0.0407379
5.83333 6.53213 0.0702989
5.9 6.56937 0.114535
5.96667 6.62559 0.164307
